A -> !B, 14 66,	0.0, 0.0, 0.0
!A -> B, 14 66,	0.4857143, 0.90414953, 0.95323277
!A -> !B, 14 66,	0.05149141, 0.09585045, 1.8614854
A -> B, 15 29,	0.63233906, 0.99407697, 0.995327
A -> !B, 15 29,	0.0037676692, 0.0059230328, 4.7162642
!A -> B, 15 29,	0.36640507, 1.0069026, 1.0081687 , valid negative
!A -> !B, 15 29,	-0.0025117993, -0.006902572, -5.4962473
A -> B, 15 38,	0.4144427, 0.6515301, 0.944956
A -> !B, 15 38,	0.22166404, 0.3484699, 1.1222211 , valid negative
!A -> B, 15 38,	0.2750393, 0.755824, 1.0962201 , valid negative
!A -> !B, 15 38,	0.088853985, 0.24417596, 0.7863503
A -> B, 15 56,	0.5956044, 0.9363278, 0.98715794
A -> !B, 15 56,	0.04050231, 0.063672185, 1.2365603
!A -> B, 15 56,	0.3529042, 0.96980137, 1.0224487 , valid negative
!A -> !B, 15 56,	0.01098907, 0.030198608, 0.5864789
A -> B, 15 65,	0.15196232, 0.23889439, 1.3466878 , valid positive
A -> !B, 15 65,	0.4841444, 0.7611056, 0.9252372
!A -> B, 15 65,	0.025431708, 0.06988782, 0.39396942
!A -> !B, 15 65,	0.33846158, 0.93011224, 1.1306899 , valid negative
A -> B, 15 74,	0.46687597, 0.73395854, 0.9711915
A -> !B, 15 74,	0.16923076, 0.26604146, 1.0891285 , valid negative
!A -> B, 15 74,	0.288854, 0.7937877, 1.0503589 , valid negative
!A -> !B, 15 74,	0.07503927, 0.2062123, 0.8441981
A -> B, 16 46,	0.29827315, 0.81196576, 1.0117805 , valid positive
A -> !B, 16 46,	0.069073796, 0.18803424, 0.95212865
!A -> B, 16 46,	0.5042386, 0.79702234, 0.99315965
!A -> !B, 16 46,	0.12841445, 0.20297769, 1.0277963 , valid negative
A -> B, 16 64,	0.34191522, 0.9307692, 1.1267579 , valid positive
A -> !B, 16 64,	0.025431722, 0.069230795, 0.39801458
!A -> B, 16 64,	0.48414442, 0.7652605, 0.92639863
!A -> !B, 16 64,	0.14850864, 0.23473947, 1.34954 , valid negative
A -> B, 17 27,	0.5497645, 0.7004, 1.0116888 , valid positive
A -> !B, 17 27,	0.23516482, 0.2996, 0.9737
!A -> B, 17 27,	0.1425432, 0.6627738, 0.9573398
!A -> !B, 17 27,	0.07252747, 0.3372262, 1.0959853 , valid negative
A -> B, 17 36,	0.75478804, 0.9616, 0.98828524
A -> !B, 17 36,	0.030141294, 0.038399994, 1.4221404
!A -> B, 17 36,	0.2182104, 1.0145986, 1.0427547 , valid negative
!A -> !B, 17 36,	-0.0031397343, -0.014598617, -0.5406583
A -> B, 17 45,	0.17488226, 0.22280002, 1.2150993 , valid positive
A -> !B, 17 45,	0.6100471, 0.7772, 0.95170397
!A -> B, 17 45,	0.008477241, 0.03941607, 0.21496607
!A -> !B, 17 45,	0.20659342, 0.9605839, 1.176263 , valid negative
A -> B, 17 54,	0.53814757, 0.68560004, 0.9853954
A -> !B, 17 54,	0.24678177, 0.31439996, 1.0333993 , valid negative
!A -> B, 17 54,	0.15761381, 0.7328466, 1.0533017 , valid negative
!A -> !B, 17 54,	0.05745685, 0.26715335, 0.8781047
A -> B, 17 72,	0.57394034, 0.7312, 0.9931224
A -> !B, 17 72,	0.210989, 0.26880002, 1.0192 , valid negative
!A -> B, 17 72,	0.16232342, 0.7547446, 1.0251008 , valid negative
!A -> !B, 17 72,	0.05274725, 0.24525544, 0.92992693
A -> B, 18 44,	0.2100471, 0.96120685, 1.172069 , valid positive
A -> !B, 18 44,	0.008477241, 0.038793147, 0.21563013
!A -> B, 18 44,	0.6100471, 0.7806348, 0.9518844
!A -> !B, 18 44,	0.17142859, 0.21936524, 1.2193336 , valid negative
A -> B, 18 62,	0.21726845, 0.99425286, 1.0348678 , valid positive
A -> !B, 18 62,	0.0012558848, 0.0057471395, 0.14643663
!A -> B, 18 62,	0.7434851, 0.9513861, 0.99024993
!A -> !B, 18 62,	0.037990555, 0.04861387, 1.2386823
A -> B, 19 25,	0.5478807, 0.88131315, 0.9814624
A -> !B, 19 25,	0.07378334, 0.118686855, 1.1631309 , valid negative
!A -> B, 19 25,	0.35007846, 0.9253111, 1.0304601 , valid negative
!A -> !B, 19 25,	0.02825749, 0.07468888, 0.731951
A -> B, 19 34,	0.5912088, 0.95101017, 0.99637085
A -> !B, 19 34,	0.030455232, 0.048989832, 1.0760874
!A -> B, 19 34,	0.36326528, 0.96016586, 1.0059632 , valid negative
!A -> !B, 19 34,	0.015070677, 0.039834112, 0.87497675
A -> B, 19 52,	0.6182104, 0.9944445, 0.9944445
A -> !B, 19 52,	0.003453672, 0.0055555105, Infinity
!A -> B, 19 52,	0.38178962, 1.0091286, 1.0091286 , valid negative
!A -> !B, 19 52,	-0.003453672, -0.009128585, -Infinity
A -> B, 19 70,	0.39058083, 0.6282828, 0.9970507
A -> !B, 19 70,	0.23108321, 0.3717172, 1.0050248 , valid negative
!A -> B, 19 70,	0.23956043, 0.633195, 1.0048461 , valid negative
!A -> !B, 19 70,	0.13877553, 0.36680502, 0.99174356
A -> B, 2 12,	0.16923077, 0.35297972, 1.0536461 , valid positive
A -> !B, 2 12,	0.3102041, 0.6470203, 0.97297436
!A -> B, 2 12,	0.16577707, 0.31845596, 0.9505925
!A -> !B, 2 12,	0.35478806, 0.681544, 1.0248903 , valid negative
A -> B, 2 21,	0.24615385, 0.513425, 0.7349477
A -> !B, 2 21,	0.233281, 0.486575, 1.6143138 , valid negative
!A -> B, 2 21,	0.4524333, 0.8691194, 1.2441103 , valid negative
!A -> !B, 2 21,	0.06813188, 0.1308806, 0.43422365
A -> B, 2 58,	0.47912088, 0.9993451, 0.9962173
A -> !B, 2 58,	3.1396747E-4, 6.5487623E-4, -0.20857495
!A -> B, 2 58,	0.5240189, 1.0066346, 1.0034839 , valid negative
!A -> !B, 2 58,	-0.0034537017, -0.0066345236, 2.1130846
A -> B, 20 23,	0.20753533, 0.54358554, 0.95284534
A -> !B, 20 23,	0.1742543, 0.45641446, 1.0626316 , valid negative
!A -> B, 20 23,	0.36295134, 0.5871, 1.0291214 , valid negative
!A -> !B, 20 23,	0.25525904, 0.41289997, 0.96132046
A -> B, 20 50,	0.25620094, 0.67105263, 1.0821786 , valid positive
A -> !B, 20 50,	0.12558869, 0.32894737, 0.8658655
!A -> B, 20 50,	0.36389324, 0.58862364, 0.9492488
!A -> !B, 20 50,	0.25431713, 0.41137636, 1.0828377 , valid negative
A -> B, 21 31,	0.5478807, 0.7842697, 0.98887527
A -> !B, 21 31,	0.15070641, 0.21573031, 1.0426418 , valid negative
!A -> B, 21 31,	0.2452119, 0.81354153, 1.0257838 , valid negative
!A -> !B, 21 31,	0.05620098, 0.18645845, 0.9011687
A -> B, 21 40,	0.69042385, 0.98831457, 0.99299115
A -> !B, 21 40,	0.008163273, 0.011685431, 2.4811876
!A -> B, 21 40,	0.30486655, 1.0114583, 1.0162444 , valid negative
!A -> !B, 21 40,	-0.003453672, -0.011458276, -2.4329607
A -> B, 21 68,	0.46059653, 0.65932584, 1.058444 , valid positive
A -> !B, 21 68,	0.23799059, 0.34067416, 0.9034531
!A -> B, 21 68,	0.16232339, 0.5385416, 0.8645439
!A -> !B, 21 68,	0.1390895, 0.46145836, 1.2237675 , valid negative
A -> B, 22 58,	0.30486655, 1.0, 0.9968701
A -> !B, 22 58,	0.0, 0.0, -0.0
!A -> B, 22 58,	0.6982732, 1.0045167, 1.0013727 , valid negative
!A -> !B, 22 58,	-0.0031397343, -0.004516736, 1.4385728
A -> B, 23 39,	0.17864992, 0.31315354, 0.9973941
A -> !B, 23 39,	0.39183676, 0.6868465, 1.0011927 , valid negative
!A -> B, 23 39,	0.13532181, 0.31505847, 1.0034612 , valid negative
!A -> !B, 23 39,	0.29419154, 0.6849416, 0.998416
A -> B, 23 48,	0.54160124, 0.94936705, 1.0035625 , valid positive
A -> !B, 23 48,	0.028885424, 0.050632954, 0.9375931
!A -> B, 23 48,	0.40439564, 0.9415206, 0.99526817
!A -> !B, 23 48,	0.025117695, 0.058479432, 1.0828899
A -> B, 23 66,	0.5155416, 0.9036874, 0.95274556
A -> !B, 23 66,	0.05494505, 0.09631258, 1.8704606
!A -> B, 23 66,	0.432967, 1.0080409, 1.0627642 , valid negative
!A -> !B, 23 66,	-0.003453672, -0.008040896, -0.15616003
A -> B, 23 75,	0.2477237, 0.43423223, 1.7528894 , valid positive
A -> !B, 23 75,	0.32276297, 0.56576777, 0.7520744
!A -> B, 23 75,	0.0, 0.0, 0.0
!A -> !B, 23 75,	0.42951334, 1.0, 1.3292989 , valid negative
A -> B, 24 29,	0.43045527, 0.9941987, 0.9954488
A -> !B, 24 29,	0.0025117695, 0.00580132, 4.619344
!A -> B, 24 29,	0.56828886, 1.0022149, 1.0034751 , valid negative
!A -> !B, 24 29,	-0.0012559295, -0.0022149144, -1.7636497
A -> B, 24 38,	0.2976452, 0.68745464, 0.99705964
A -> !B, 24 38,	0.13532183, 0.31254536, 1.0065287 , valid negative
!A -> B, 24 38,	0.39183676, 0.69102997, 1.0022452 , valid negative
!A -> !B, 24 38,	0.17519617, 0.30897, 0.99501467
A -> B, 24 56,	0.41193092, 0.95141405, 1.0030632 , valid positive
A -> !B, 24 56,	0.021036118, 0.04858595, 0.9435746
!A -> B, 24 56,	0.5365777, 0.9462902, 0.9976612
!A -> !B, 24 56,	0.030455232, 0.053709812, 1.0430835
A -> B, 24 65,	0.16452119, 0.37998548, 2.142042 , valid positive
A -> !B, 24 65,	0.26844585, 0.62001455, 0.7537199
!A -> B, 24 65,	0.012872845, 0.02270211, 0.12797561
!A -> !B, 24 65,	0.5541601, 0.97729796, 1.1880511 , valid negative
A -> B, 24 74,	0.43296704, 1.0, 1.323224 , valid positive
A -> !B, 24 74,	0.0, 0.0, 0.0
!A -> B, 24 74,	0.32276294, 0.56921375, 0.75319725
!A -> !B, 24 74,	0.24427, 0.43078625, 1.7635658 , valid negative
A -> B, 25 28,	0.27755103, 0.3090909, 0.9933952
A -> !B, 25 28,	0.6204082, 0.6909091, 1.0029835 , valid negative
!A -> B, 25 28,	0.033594966, 0.32923064, 1.0581226 , valid negative
!A -> !B, 25 28,	0.06844586, 0.6707694, 0.97374684
A -> B, 25 46,	0.722135, 0.8041958, 1.0020986 , valid positive
A -> !B, 25 46,	0.17582417, 0.19580418, 0.9914726
!A -> B, 25 46,	0.080376744, 0.787692, 0.9815333
!A -> !B, 25 46,	0.021664083, 0.21230799, 1.075041 , valid negative
A -> B, 25 55,	0.26907378, 0.29965034, 0.97386366
A -> !B, 25 55,	0.6288854, 0.7003497, 1.0116161 , valid negative
!A -> B, 25 55,	0.038618535, 0.3784616, 1.2300001 , valid negative
!A -> !B, 25 55,	0.06342229, 0.6215384, 0.8977777
A -> B, 25 64,	0.7302983, 0.8132867, 0.98453754
A -> !B, 25 64,	0.16766089, 0.18671328, 1.0734327 , valid negative
!A -> B, 25 64,	0.09576136, 0.93846124, 1.1360695 , valid negative
!A -> !B, 25 64,	0.0062794685, 0.061538786, 0.35379243
A -> B, 25 73,	0.23987441, 0.26713288, 0.9997864
A -> !B, 25 73,	0.65808475, 0.7328671, 1.0000778 , valid negative
!A -> B, 25 73,	0.027315542, 0.2676923, 1.00188 , valid negative
!A -> !B, 25 73,	0.074725285, 0.73230773, 0.9993146
A -> B, 27 44,	0.54285717, 0.784127, 0.95614266
A -> !B, 27 44,	0.14945054, 0.215873, 1.1999222 , valid negative
!A -> B, 27 44,	0.277237, 0.9010203, 1.0986791 , valid negative
!A -> !B, 27 44,	0.030455291, 0.098979704, 0.5501751
A -> B, 27 62,	0.655573, 0.94693875, 0.98562086
A -> !B, 27 62,	0.0367347, 0.053061247, 1.3520012
!A -> B, 27 62,	0.30518055, 0.99183685, 1.032353 , valid negative
!A -> !B, 27 62,	0.0025117397, 0.008163155, 0.20799734
A -> B, 27 71,	0.3155416, 0.4557823, 1.2209139 , valid positive
A -> !B, 27 71,	0.37676612, 0.5442177, 0.8684035
!A -> B, 27 71,	0.05777082, 0.18775517, 0.5029438
!A -> !B, 27 71,	0.24992147, 0.81224483, 1.296092 , valid negative
A -> B, 28 34,	0.30455258, 0.9788093, 1.0254959 , valid positive
A -> !B, 28 34,	0.006593406, 0.021190703, 0.46546498
!A -> B, 28 34,	0.64992154, 0.9434823, 0.9884839
!A -> !B, 28 34,	0.038932472, 0.056517743, 1.2414412
A -> B, 28 52,	0.311146, 1.0, 1.0 , valid positive
A -> !B, 28 52,	0.0, 0.0, NaN
!A -> B, 28 52,	0.688854, 1.0, 1.0 , valid negative
!A -> !B, 28 52,	-2.9802322E-8, -4.326363E-8, -Infinity
A -> B, 28 70,	0.2533752, 0.81432897, 1.2922959 , valid positive
A -> !B, 28 70,	0.05777079, 0.18567103, 0.50200516
!A -> B, 28 70,	0.37676606, 0.54694617, 0.8679739
!A -> !B, 28 70,	0.31208792, 0.4530538, 1.2249374 , valid negative
A -> B, 29 42,	0.84835166, 0.8494184, 0.99683034
A -> !B, 29 42,	0.15039247, 0.1505816, 1.018264 , valid negative
!A -> B, 29 42,	0.0037676692, 3.0000474, 3.5206892 , valid negative
!A -> !B, 29 42,	-0.0025117993, -2.0000474, -13.524739
A -> B, 29 51,	0.3802198, 0.3806979, 0.9930572
A -> !B, 29 51,	0.6185243, 0.6193021, 1.0043163 , valid negative
!A -> B, 29 51,	0.0031397045, 2.5000238, 6.521356 , valid negative
!A -> !B, 29 51,	-0.0018838346, -1.5000237, -2.4325743
A -> B, 29 60,	0.9846154, 0.9858535, 0.997124
A -> !B, 29 60,	0.014128745, 0.014146507, 1.2515705
!A -> B, 29 60,	0.004081607, 3.2500238, 3.2871788 , valid negative
!A -> !B, 29 60,	-0.002825737, -2.2500238, -199.06416
A -> B, 3 11,	0.599372, 0.67241985, 1.0059452 , valid positive
A -> !B, 3 11,	0.29199374, 0.32758015, 0.988014
!A -> B, 3 11,	0.069073796, 0.6358382, 0.9512187
!A -> !B, 3 11,	0.039560437, 0.3641618, 1.0983478 , valid negative
A -> B, 3 20,	0.3299843, 0.37020078, 0.969646
A -> !B, 3 20,	0.56138146, 0.62979925, 1.0187458 , valid negative
!A -> B, 3 20,	0.051805317, 0.47687837, 1.2490606 , valid negative
!A -> !B, 3 20,	0.056828916, 0.5231216, 0.84618706
A -> B, 3 39,	0.288854, 0.32405776, 1.032124 , valid positive
A -> !B, 3 39,	0.60251176, 0.67594224, 0.9852979
!A -> B, 3 39,	0.025117725, 0.23121372, 0.73641574
!A -> !B, 3 39,	0.08351651, 0.76878625, 1.1206336 , valid negative
A -> B, 3 48,	0.8389325, 0.9411765, 0.99490446
A -> !B, 3 48,	0.052433252, 0.058823526, 1.089261
!A -> B, 3 48,	0.10706437, 0.98554903, 1.04181 , valid negative
!A -> !B, 3 48,	0.0015698671, 0.014450943, 0.2675946
A -> B, 3 66,	0.8486656, 0.9520958, 1.0037819 , valid positive
A -> !B, 3 66,	0.04270017, 0.047904193, 0.93033457
!A -> B, 3 66,	0.099843025, 0.91907513, 0.9689687
!A -> !B, 3 66,	0.008791208, 0.080924846, 1.5716193
A -> B, 3 75,	0.2477237, 0.27791476, 1.1218739 , valid positive
A -> !B, 3 75,	0.64364207, 0.72208524, 0.95986706
!A -> B, 3 75,	0.0, 0.0, 0.0
!A -> !B, 3 75,	0.10863423, 1.0, 1.3292989 , valid negative
A -> B, 31 58,	0.7930926, 1.0, 0.9968701
A -> !B, 31 58,	0.0, 0.0, -0.0
!A -> B, 31 58,	0.21004713, 1.0151746, 1.0119972 , valid negative
!A -> !B, 31 58,	-0.0031397343, -0.015174587, 4.8330803
A -> B, 34 46,	0.7626374, 0.7990132, 0.99564046
A -> !B, 34 46,	0.19183671, 0.2009868, 1.0177153 , valid negative
!A -> B, 34 46,	0.039874375, 0.87586117, 1.0913998 , valid negative
!A -> !B, 34 46,	0.0056515336, 0.12413884, 0.6285885
A -> B, 34 55,	0.29167974, 0.3055921, 0.9931743
A -> !B, 34 55,	0.66279435, 0.69440794, 1.0030336 , valid negative
!A -> B, 34 55,	0.01601258, 0.35172454, 1.1431047 , valid negative
!A -> !B, 34 55,	0.02951333, 0.64827543, 0.93639785
A -> B, 34 64,	0.7946625, 0.8325658, 1.0078762 , valid positive
A -> !B, 34 64,	0.15981162, 0.16743422, 0.9625955
!A -> B, 34 64,	0.031397164, 0.6896548, 0.83487296
!A -> !B, 34 64,	0.014128745, 0.31034514, 1.7842044 , valid negative
A -> B, 34 73,	0.2433281, 0.2549342, 0.95413095
A -> !B, 34 73,	0.711146, 0.7450658, 1.0167243 , valid negative
!A -> B, 34 73,	0.023861855, 0.5241379, 1.9616678 , valid negative
!A -> !B, 34 73,	0.021664053, 0.4758621, 0.64936626
A -> B, 36 44,	0.7927787, 0.814779, 0.9935188
A -> !B, 36 44,	0.18021977, 0.18522102, 1.0295442 , valid negative
!A -> B, 36 44,	0.027315497, 1.0116266, 1.2335494 , valid negative
!A -> !B, 36 44,	-3.1393766E-4, -0.01162665, -0.06462631
A -> B, 36 62,	0.93029827, 0.9561149, 0.99517184
A -> !B, 36 62,	0.04270017, 0.04388511, 1.1181941
!A -> B, 36 62,	0.030455291, 1.1279086, 1.1739832 , valid negative
!A -> !B, 36 62,	-0.0034537315, -0.12790859, -3.2591133
A -> B, 36 71,	0.37174255, 0.38205874, 1.0234289 , valid positive
A -> !B, 36 71,	0.6012559, 0.61794126, 0.9860436
!A -> B, 36 71,	0.0015698671, 0.058139868, 0.15574053
!A -> !B, 36 71,	0.025431693, 0.94186014, 1.5029181 , valid negative
A -> B, 38 42,	0.60502356, 0.8775045, 1.0297908 , valid positive
A -> !B, 38 42,	0.08445841, 0.12249547, 0.8283399
!A -> B, 38 42,	0.24709576, 0.79575336, 0.9338521
!A -> !B, 38 42,	0.06342226, 0.20424664, 1.3811584 , valid negative
A -> B, 38 51,	0.23359498, 0.3387978, 0.8837601
A -> !B, 38 51,	0.455887, 0.6612022, 1.0722653 , valid negative
!A -> B, 38 51,	0.14976451, 0.48230535, 1.258102 , valid negative
!A -> !B, 38 51,	0.16075352, 0.51769465, 0.8395404
A -> B, 38 60,	0.67786497, 0.98315114, 0.9943908
A -> !B, 38 60,	0.011617005, 0.016848862, 1.4906554
!A -> B, 38 60,	0.31083202, 1.0010113, 1.012455 , valid negative
!A -> !B, 38 60,	-3.1399727E-4, -0.0010112047, -0.08946332
A -> B, 39 50,	0.16420722, 0.523, 0.84342027
A -> !B, 39 50,	0.14976451, 0.477, 1.2555742 , valid negative
!A -> B, 39 50,	0.45588696, 0.6645309, 1.0716612 , valid negative
!A -> !B, 39 50,	0.23014128, 0.3354691, 0.8830323
A -> B, 40 58,	0.99497646, 0.9996846, 0.9965556
A -> !B, 40 58,	3.1393766E-4, 3.1542778E-4, -0.100461744
!A -> B, 40 58,	0.008163273, 1.7333257, 1.7279005 , valid negative
!A -> !B, 40 58,	-0.003453672, -0.7333257, 233.563
A -> B, 42 47,	0.15510204, 0.18201916, 0.9058297
A -> !B, 42 47,	0.6970173, 0.8179808, 1.0236814 , valid negative
!A -> B, 42 47,	0.045839876, 0.3099788, 1.5426289 , valid negative
!A -> !B, 42 47,	0.1020408, 0.69002116, 0.8635432
A -> B, 42 56,	0.80690736, 0.94694173, 0.9983481
A -> !B, 42 56,	0.04521197, 0.053058267, 1.03043
!A -> B, 42 56,	0.14160126, 0.95753735, 1.0095189 , valid negative
!A -> !B, 42 56,	0.006279409, 0.042462673, 0.824656
A -> B, 42 74,	0.6043956, 0.7092852, 0.9385432
A -> !B, 42 74,	0.2477237, 0.2907148, 1.190137 , valid negative
!A -> B, 42 74,	0.15133435, 1.0233544, 1.354127 , valid negative
!A -> !B, 42 74,	-0.003453672, -0.02335445, -0.09560915
A -> B, 44 54,	0.5902669, 0.719755, 1.0344855 , valid positive
A -> !B, 44 54,	0.22982728, 0.280245, 0.92113554
!A -> B, 44 54,	0.1054945, 0.58638734, 0.8427995
!A -> !B, 44 54,	0.07441133, 0.41361266, 1.3595009 , valid negative
A -> B, 44 72,	0.588383, 0.7174579, 0.9744577
A -> !B, 44 72,	0.23171115, 0.2825421, 1.0713056 , valid negative
!A -> B, 44 72,	0.14788073, 0.82198966, 1.1164337 , valid negative
!A -> !B, 44 72,	0.0320251, 0.17801034, 0.6749559
A -> B, 45 62,	0.16891679, 0.9212328, 0.9588648
A -> !B, 45 62,	0.014442712, 0.07876718, 2.0069895
!A -> B, 45 62,	0.79183674, 0.9696271, 1.009236 , valid negative
!A -> !B, 45 62,	0.024803728, 0.030372884, 0.77390164
A -> B, 46 52,	0.7990581, 0.9956964, 0.9956964
A -> !B, 46 52,	0.003453672, 0.0043035746, Infinity
!A -> B, 46 52,	0.20094192, 1.017488, 1.017488 , valid negative
!A -> !B, 46 52,	-0.003453672, -0.017487988, -Infinity
A -> B, 46 70,	0.47503924, 0.5919405, 0.93937755
A -> !B, 46 70,	0.3274725, 0.40805948, 1.1032846 , valid negative
!A -> B, 46 70,	0.15510201, 0.7853734, 1.246345 , valid negative
!A -> !B, 46 70,	0.042386234, 0.21462661, 0.5802935
A -> B, 47 60,	0.19843014, 0.98749995, 0.99878925
A -> !B, 47 60,	0.0025117844, 0.012500048, 1.1059049
!A -> B, 47 60,	0.7902669, 0.98899806, 1.0003045 , valid negative
!A -> !B, 47 60,	0.008791223, 0.011001983, 0.9733677
A -> B, 48 50,	0.57268447, 0.6053767, 0.9762657
A -> !B, 48 50,	0.3733124, 0.39462328, 1.0387398 , valid negative
!A -> B, 48 50,	0.047409713, 0.8779069, 1.4157639 , valid negative
!A -> !B, 48 50,	0.006593406, 0.12209306, 0.3213772
A -> B, 48 69,	0.36923078, 0.39030865, 1.0256873 , valid positive
A -> !B, 48 69,	0.57676613, 0.6096914, 0.9842205
!A -> B, 48 69,	0.011302978, 0.2093023, 0.55002296
!A -> !B, 48 69,	0.04270014, 0.7906977, 1.2764177 , valid negative
A -> B, 5 19,	0.56797487, 0.6088859, 0.9794452
A -> !B, 5 19,	0.3648352, 0.39111412, 1.0337747 , valid negative
!A -> B, 5 19,	0.05368918, 0.7990659, 1.285366 , valid negative
!A -> !B, 5 19,	0.01350075, 0.20093413, 0.53109974
A -> B, 5 28,	0.30706435, 0.3291821, 1.0579666 , valid positive
A -> !B, 5 28,	0.6257457, 0.6708179, 0.97381735
!A -> B, 5 28,	0.0040816367, 0.060747743, 0.19523871
!A -> !B, 5 28,	0.063108295, 0.93925226, 1.3634998 , valid negative
A -> B, 5 46,	0.7488226, 0.80276, 1.0003093 , valid positive
A -> !B, 5 46,	0.18398744, 0.19724, 0.9987428
!A -> B, 5 46,	0.053689122, 0.799065, 0.99570507
!A -> !B, 5 46,	0.01350081, 0.200935, 1.017453 , valid negative
A -> B, 5 55,	0.28414443, 0.30461124, 0.9899864
A -> !B, 5 55,	0.64866567, 0.6953888, 1.0044504 , valid negative
!A -> B, 5 55,	0.023547888, 0.3504675, 1.1390194 , valid negative
!A -> !B, 5 55,	0.043642044, 0.6495325, 0.9382135
A -> B, 5 64,	0.78147566, 0.83776504, 1.0141702 , valid positive
A -> !B, 5 64,	0.1513344, 0.16223496, 0.9327045
!A -> B, 5 64,	0.044583976, 0.66355145, 0.803273
!A -> !B, 5 64,	0.022605956, 0.33644855, 1.9342754 , valid negative
A -> B, 5 73,	0.24081632, 0.25816223, 0.96621233
A -> !B, 5 73,	0.6919937, 0.74183774, 1.0123193 , valid negative
!A -> B, 5 73,	0.026373625, 0.39252347, 1.4690802 , valid negative
!A -> !B, 5 73,	0.040816307, 0.60747653, 0.82896864
A -> B, 50 66,	0.58744115, 0.9473418, 0.9987698
A -> !B, 50 66,	0.032653034, 0.0526582, 1.0226603
!A -> B, 50 66,	0.36106747, 0.9504131, 1.002008 , valid negative
!A -> !B, 50 66,	0.018838346, 0.049586885, 0.9630133
A -> B, 50 75,	0.15384616, 0.24810128, 1.0015242 , valid positive
A -> !B, 50 75,	0.46624804, 0.7518987, 0.9994981
!A -> B, 50 75,	0.09387754, 0.2471074, 0.99751216
!A -> !B, 50 75,	0.28602827, 0.75289255, 1.0008192 , valid negative
A -> B, 51 56,	0.3579278, 0.933661, 0.98434633
A -> !B, 51 56,	0.025431693, 0.066339016, 1.2883519
!A -> B, 51 56,	0.5905808, 0.95773923, 1.0097318 , valid negative
!A -> !B, 51 56,	0.026059687, 0.042260744, 0.8207344
A -> B, 51 74,	0.28948194, 0.7551187, 0.9991913
A -> !B, 51 74,	0.093877554, 0.24488127, 1.0025023 , valid negative
!A -> B, 51 74,	0.46624804, 0.75610995, 1.0005028 , valid negative
!A -> !B, 51 74,	0.15039247, 0.24389003, 0.9984444
A -> B, 52 55,	0.30769232, 0.30769232, 1.0 , valid positive
A -> !B, 52 55,	0.6923077, 0.6923077, 1.0 , valid negative
!A -> B, 52 55,	0.0, NaN, NaN
!A -> !B, 52 55,	0.0, NaN, NaN
A -> B, 52 64,	0.8257457, 0.8257457, 0.99961996
A -> !B, 52 64,	0.1742543, 0.1742543, 1.0018048 , valid negative
!A -> B, 52 64,	3.1393766E-4, Infinity, Infinity , valid negative
!A -> !B, 52 64,	-3.1393766E-4, -Infinity, -Infinity
A -> B, 52 73,	0.26373628, 0.26373628, 0.9870741
A -> !B, 52 73,	0.73626375, 0.73626375, 1.0047129 , valid negative
!A -> B, 52 73,	0.003453672, Infinity, Infinity , valid negative
!A -> !B, 52 73,	-0.003453672, -Infinity, -Infinity
A -> B, 54 62,	0.66970176, 0.96254516, 1.0018648 , valid positive
A -> !B, 54 62,	0.026059628, 0.037454844, 0.9543498
!A -> B, 54 62,	0.2910518, 0.95665634, 0.9957354
!A -> !B, 54 62,	0.013186812, 0.043343652, 1.1043969
A -> B, 54 71,	0.25682887, 0.36913356, 0.988806
A -> !B, 54 71,	0.4389325, 0.6308664, 1.0066682 , valid negative
!A -> B, 54 71,	0.11648354, 0.382869, 1.0255995 , valid negative
!A -> !B, 54 71,	0.18775508, 0.617131, 0.9847506
A -> B, 55 70,	0.1912088, 0.62142855, 0.98617345
A -> !B, 55 70,	0.116483524, 0.37857145, 1.0235568 , valid negative
!A -> B, 55 70,	0.43893248, 0.63401353, 1.0061451 , valid negative
!A -> !B, 55 70,	0.25337523, 0.36598644, 0.98953027
A -> B, 56 60,	0.93375194, 0.98444223, 0.9956966
A -> !B, 56 60,	0.01475668, 0.015557766, 1.3764275
!A -> B, 56 60,	0.05494505, 1.0670729, 1.0792718 , valid negative
!A -> !B, 56 60,	-0.003453672, -0.067072816, -5.934068
A -> B, 58 68,	0.622606, 0.62065727, 0.9963677
A -> !B, 58 68,	0.38053375, 0.37934273, 1.0060004 , valid negative
!A -> B, 58 68,	3.1393766E-4, -0.09998861, -0.160516
!A -> !B, 58 68,	-0.003453672, 1.0999886, 2.9171221 , valid negative
A -> B, 60 65,	0.17739403, 0.17942204, 1.0114322 , valid positive
A -> !B, 60 65,	0.81130296, 0.820578, 0.99753463
!A -> B, 60 65,	0.0, 0.0, 0.0
!A -> !B, 60 65,	0.011303008, 1.0, 1.2156489 , valid negative
A -> B, 60 74,	0.7409733, 0.74944425, 0.9916826
A -> !B, 60 74,	0.2477237, 0.25055575, 1.0257326 , valid negative
!A -> B, 60 74,	0.01475668, 1.3055533, 1.7275394 , valid negative
!A -> !B, 60 74,	-0.003453672, -0.30555335, -1.2508836
A -> B, 62 72,	0.7051805, 0.7339869, 0.9969076
A -> !B, 62 72,	0.25557303, 0.2660131, 1.008633 , valid negative
!A -> B, 62 72,	0.031083226, 0.7920012, 1.075703 , valid negative
!A -> !B, 62 72,	0.008163214, 0.20799883, 0.7886623
A -> B, 64 70,	0.53940344, 0.65298367, 1.0362496 , valid positive
